Year,Month,Day,Hour,Minute,v_meas,rh,T_C,p_meas,turbine_power_kw,v_std
2009,1,29,23,30,13.13,76.11,0.4,99110,2025.0000000000002,13.252693357074463
2009,1,30,0,30,13.41,87.18,-0.64,99180,2025.0000000000002,13.555191573621519
2009,1,30,1,30,17.2,81.3,-1.53,99230,2025.0000000000002,17.40954785095527
2009,1,30,2,30,14.6,85.8,-2.46,99280,2025.0000000000002,14.7973893083226
2009,1,30,3,30,11.18,95.14,-3.22,99270,2021.7821407330284,11.34109336953227
2009,1,30,4,30,7.640000000000001,110.0,-4.44,99190,1398.749492704293,7.75945918600186
2009,1,30,5,30,7.45,110.0,-4.63,99250,1328.107617524926,7.569867465176935
2009,1,30,6,30,6.09,110.0,-5.1000000000000005,99280,852.8525304998409,6.192356441090812
2009,1,30,7,30,7.07,110.0,-4.41,99260,1187.437926241081,7.181961232462424
2009,1,30,8,30,9.34,108.55,-4.7700000000000005,99270,1853.5106420809075,9.49270103536069
2009,1,30,9,30,8.03,110.0,-5.0200000000000005,99260,1538.0600441413765,8.163572161782309
2009,1,30,10,30,7.32,110.0,-6.48,99280,1286.3170999078222,7.456282701922103
2009,1,30,11,30,7.1000000000000005,110.0,-6.84,99290,1206.841047454978,7.235791503551055
2009,1,30,12,30,4.17,110.0,-6.71,99300,306.59234705817863,4.249183289634562
2009,1,30,13,30,4.41,110.0,-7.23,99330,365.8589818129241,4.49721272991389
2009,1,30,14,30,3.01,93.33,-7.88,99360,78.59192272141553,3.0726353254408365
2009,1,30,15,30,1.67,84.07000000000001,-7.01,99370,0.0,1.7029734758347015
2009,1,30,16,30,1.27,73.32000000000001,-5.62,99350,0.0,1.2927567123419768
2009,1,30,17,30,1.21,68.47,-4.3100000000000005,99340,0.0,1.2296219686379515
2009,1,30,18,30,1.33,62.58,-2.93,99320,0.0,1.3491654278398253
2009,1,30,19,30,2.02,63.17,-2.07,99300,0.0,2.046740697771637
2009,1,30,20,30,1.15,64.97,-1.63,99300,0.0,1.1645632657022034
2009,1,30,21,30,0.96,67.61,-1.52,99300,0.0,0.9720045603243792
2009,1,30,22,30,1.02,82.9,-1.23,99320,0.0,1.032334586695413
2009,1,30,23,30,0.86,98.19,-1.1,99350,0.0,0.8702486719213455
2009,1,31,0,30,1.46,110.0,-1.78,99370,0.0,1.478663194132084
2009,1,31,1,30,2.49,102.9,-2.37,99400,3.2225778284095727,2.5241120675526343
2009,1,31,2,30,3.36,91.23,-2.49,99410,132.74692356282898,3.406925454091537
2009,1,31,3,30,3.3000000000000003,86.25,-2.5,99400,122.8972939306947,3.3461252711771277
2009,1,31,4,30,2.11,89.86,-3.69,99370,0.0,2.142476933358652
2009,1,31,5,30,0.99,95.74,-4.23,99370,0.0,1.0058981199195043
2009,1,31,6,30,3.45,103.12,-5.36,99360,149.8551224766964,3.510229894062466
2009,1,31,7,30,3.6,110.0,-5.13,99350,179.87653290066677,3.6615093620592933
2009,1,31,8,30,3.8,110.0,-4.92,99320,219.95994966164008,3.863491809834417
2009,1,31,9,30,4.73,110.0,-5.1000000000000005,99280,446.747015514022,4.809498516643603
2009,1,31,10,30,6.49,110.0,-4.98,99260,986.5885223060436,6.597615714133701
2009,1,31,11,30,6.33,110.0,-4.82,99220,931.7205689125842,6.432771129134535
2009,1,31,12,30,7.18,110.0,-4.53,99180,1227.4134812326593,7.292865810050379
2009,1,31,13,30,8.24,110.0,-4.01,99140,1598.576585075792,8.362803572265982
2009,1,31,14,30,5.89,94.05,-3.65,99080,782.0691733742151,5.974371616196914
2009,1,31,15,30,5.55,82.93,-0.67,99020,672.104744205738,5.607456603956416
2009,1,31,16,30,5.09,81.03,1.52,98920,532.5867139192503,5.126801300362547
2009,1,31,17,30,5.19,80.91,3.49,98800,557.2073951368806,5.212423561595829
2009,1,31,18,30,6.36,81.37,5.47,98690,910.8450864898064,6.369136066117379
2009,1,31,19,30,7.72,81.71000000000001,7.1000000000000005,98570,1381.0798229492568,7.712036561860592
2009,1,31,20,30,9.66,84.18,8.47,98470,1873.2928880110344,9.629755823711
2009,1,31,21,30,11.21,88.45,9.57,98390,2018.0258119851142,11.155595653585877
2009,1,31,22,30,11.82,93.76,9.27,98300,2025.0000000000002,11.762574858025484
2009,1,31,23,30,14.33,102.55,8.2,98260,2025.0000000000002,14.276141365457967
2009,2,1,0,30,14.41,109.65,6.84,98240,2025.0000000000002,14.378597786097203
2009,2,1,1,30,12.67,109.26,6.12,98240,2025.0000000000002,12.654162205247681
2009,2,1,2,30,12.11,105.77,6.45,98230,2025.0000000000002,12.089844438193884
2009,2,1,3,30,11.86,106.09,6.43,98210,2025.0000000000002,11.839710494709745
2009,2,1,4,30,11.1,102.05,6.3,98230,2016.5793309945195,11.084164493556504
2009,2,1,5,30,10.62,101.92,5.96,98250,1988.0374087577616,10.610202015363278
2009,2,1,6,30,11.01,104.76,5.95,98310,2014.9125710938827,11.001855362660862
2009,2,1,7,30,11.02,102.41,6.3,98330,2015.0365329434665,11.007976935479828
2009,2,1,8,30,11.83,106.77,5.84,98350,2025.0000000000002,11.824241593617247
2009,2,1,9,30,12.6,98.57,6.17,98350,2025.0000000000002,12.589791543958706
2009,2,1,10,30,8.42,106.9,4.15,98400,1620.6815489629969,8.435577115927561
2009,2,1,11,30,7.52,104.2,3.15,98440,1318.7659234495918,7.544795822462673
2009,2,1,12,30,5.1000000000000005,105.11,1.36,98500,533.3766499603894,5.129548426222881
2009,2,1,13,30,6.37,109.02,1.27,98560,923.8351053633285,6.408733745963507
2009,2,1,14,30,6.37,93.05,0.9,98630,925.6123433733851,6.414151328679729
2009,2,1,15,30,4.3,76.23,1.77,98670,325.006711161694,4.326246960291668
2009,2,1,16,30,5.09,66.75,2.97,98710,529.0470266601016,5.114491485515916
2009,2,1,17,30,5.89,56.74,4.07,98750,763.2601593347855,5.911612143259211
2009,2,1,18,30,6.3100000000000005,47.45,5.13,98790,896.8022940820167,6.326329200067113
2009,2,1,19,30,7.53,38.57,5.75,98830,1319.0344007463611,7.545516373447024
2009,2,1,20,30,6.4,42.42,6.05,98870,924.7096420655212,6.411399610015306
2009,2,1,21,30,5.7,44.49,6.22,98900,702.6557210494572,5.709395131963487
2009,2,1,22,30,6.29,52.61,5.93,98960,889.2428355367838,6.303285583102526
2009,2,1,23,30,8.870000000000001,50.59,4.89,99020,1736.3536722400029,8.902191555722966
2009,2,2,0,30,8.8,58.89,4.17,99080,1721.692707496547,8.840835771067365
2009,2,2,1,30,8.68,58.53,4.0,99150,1693.8262604766062,8.724215360856272
2009,2,2,2,30,7.49,63.84,3.63,99180,1313.9914082444946,7.531981771992739
2009,2,2,3,30,7.66,67.82000000000001,3.3000000000000003,99200,1378.9534378899436,7.706329677643434
2009,2,2,4,30,8.08,66.35,3.11,99210,1528.2256538777578,8.131195568321836
2009,2,2,5,30,9.18,68.31,2.71,99240,1806.086150263307,9.243557395656984
2009,2,2,6,30,8.47,73.17,1.83,99270,1649.4637403844963,8.538559281793246
2009,2,2,7,30,7.32,70.95,1.33,99270,1260.2764300379927,7.3840378139492095
2009,2,2,8,30,6.82,71.4,0.73,99290,1083.2931001000538,6.885298527740751
2009,2,2,9,30,7.07,70.15,1.09,99300,1170.4287711830432,7.134772565357312
2009,2,2,10,30,7.29,68.34,0.01,99310,1254.18878651495,7.367148804313913
2009,2,2,11,30,7.66,68.4,0.49,99310,1390.152478353831,7.7363861469507
2009,2,2,12,30,8.58,69.07000000000001,-0.21,99300,1681.555587169526,8.672862888342857
2009,2,2,13,30,9.19,68.3,-0.29,99320,1815.1321429765394,9.291080341352977
2009,2,2,14,30,6.59,62.870000000000005,-1.1,99340,1010.9189799554214,6.669995478076517
2009,2,2,15,30,6.12,51.45,0.6,99350,849.4071048147116,6.181853695518097
2009,2,2,16,30,6.33,47.72,1.07,99330,917.6893046301639,6.38999940445104
2009,2,2,17,30,6.96,43.15,1.65,99310,1129.316091587495,7.0207132517339295
2009,2,2,18,30,8.15,37.29,2.27,99280,1553.4963665816429,8.214391330309935
2009,2,2,19,30,8.63,35.410000000000004,2.5,99260,1686.912653308653,8.695282081224745
2009,2,2,20,30,8.81,32.29,2.75,99220,1729.3730607127557,8.872977864460161
2009,2,2,21,30,8.540000000000001,33.27,2.7,99200,1664.364539932487,8.600918769334534
2009,2,2,22,30,7.2,48.5,2.52,99180,1212.485380032763,7.251450631246395
2009,2,2,23,30,6.7,52.92,2.34,99160,1037.3611238202857,6.7486572179690185
2009,2,3,0,30,7.9,57.07,2.42,99130,1471.783309003822,7.955470501888948
2009,2,3,1,30,8.82,56.8,2.25,99100,1731.7531257197927,8.88293837924165
2009,2,3,2,30,9.23,58.24,2.19,99060,1815.9134788886893,9.295185074277326
2009,2,3,3,30,9.58,59.64,1.19,99030,1877.38557468803,9.65862839286088
2009,2,3,4,30,9.3,60.41,0.95,98970,1831.523092311995,9.377189872928788
2009,2,3,5,30,9.63,56.93,0.5700000000000001,98930,1885.165942570334,9.713516349702532
2009,2,3,6,30,10.07,61.06,-0.95,98930,1945.0634242282522,10.17639162531552
2009,2,3,7,30,10.82,61.93,-2.11,98950,2011.498984192086,10.95096563822928
2009,2,3,8,30,9.79,66.73,-3.53,99020,1915.616025895933,9.92833175235226
2009,2,3,9,30,12.1,65.84,-6.05,99130,2025.0000000000002,12.314913482171008
2009,2,3,10,30,12.05,49.79,-7.85,99190,2025.0000000000002,12.29554851292154
2009,2,3,11,30,13.38,49.94,-9.02,99260,2025.0000000000002,13.67624512717669
2009,2,3,12,30,13.53,51.19,-9.93,99330,2025.0000000000002,13.848865602996955
2009,2,3,13,30,11.88,52.63,-10.71,99420,2025.0000000000002,12.17576829233647
2009,2,3,14,30,12.5,55.51,-11.02,99490,2025.0000000000002,12.819194390750562
2009,2,3,15,30,11.76,56.5,-10.69,99540,2025.0000000000002,12.057161112522058
2009,2,3,16,30,11.68,55.66,-10.11,99570,2025.0000000000002,11.967460857401214
2009,2,3,17,30,11.41,53.01,-9.26,99620,2025.0000000000002,11.68016232257698
2009,2,3,18,30,11.21,49.3,-8.22,99650,2024.2208028155792,11.461521126695265
2009,2,3,19,30,11.29,46.55,-7.44,99690,2025.0000000000002,11.533545689626523
2009,2,3,20,30,11.39,45.23,-6.88,99720,2025.0000000000002,11.628671935108617
2009,2,3,21,30,11.65,44.81,-6.62,99750,2025.0000000000002,11.891417563269444
2009,2,3,22,30,10.83,46.47,-6.61,99810,2016.017425732064,11.056416085534025
2009,2,3,23,30,9.69,51.67,-6.95,99850,1911.307397027988,9.897935781502559
2009,2,4,0,30,9.49,53.51,-7.34,99920,1883.3405699182417,9.700638941222163
2009,2,4,1,30,9.5,56.71,-7.7,99990,1885.723258310533,9.717448030409404
2009,2,4,2,30,10.58,58.29,-7.99,100040,2003.0262494484425,10.82790485763896
2009,2,4,3,30,10.8,59.67,-8.41,100040,2016.0682756712133,11.05892719364016
2009,2,4,4,30,11.04,60.63,-8.86,100050,2021.183348286103,11.31152337215323
2009,2,4,5,30,10.65,61.63,-9.34,100090,2009.3709047517273,10.920056713895821
2009,2,4,6,30,10.09,65.48,-9.76,100140,1964.3766629245326,10.35301017763633
2009,2,4,7,30,10.07,63.04,-10.25,100190,1963.0425039616114,10.34080936407509
2009,2,4,8,30,9.47,68.71000000000001,-10.59,100250,1887.5990512879061,9.730681137833553
2009,2,4,9,30,9.49,69.26,-11.15,100290,1891.692028843575,9.759555759037564
2009,2,4,10,30,7.930000000000001,70.83,-11.46,100340,1536.9219238418166,8.159825263676762
2009,2,4,11,30,7.98,65.54,-11.96,100400,1554.7005804475311,8.218355820403394
2009,2,4,12,30,8.63,68.63,-12.28,100460,1734.1905264186678,8.89313884251378
2009,2,4,13,30,8.43,67.57000000000001,-12.62,100540,1686.4153314641164,8.693200801272718
2009,2,4,14,30,6.43,58.8,-12.52,100590,997.8670592732553,6.63116780982673
2009,2,4,15,30,5.0600000000000005,52.94,-11.88,100660,558.0339817652855,5.215298145593064
2009,2,4,16,30,4.15,51.120000000000005,-11.02,100680,312.2702315075466,4.272945099424761
2009,2,4,17,30,4.33,45.41,-9.83,100690,354.98767298556385,4.451716564074341
2009,2,4,18,30,4.26,41.71,-8.71,100680,336.27622449369073,4.373409602400882
2009,2,4,19,30,3.94,38.52,-7.75,100660,256.54659770870063,4.039743032888473
2009,2,4,20,30,3.53,36.06,-7.0200000000000005,100640,170.80893539666585,3.615817260754174
2009,2,4,21,30,3.12,34.31,-6.59,100630,98.25836907373919,3.194033142430489
2009,2,4,22,30,2.91,37.21,-6.5,100600,63.93479304905608,2.978374807699634
2009,2,4,23,30,2.27,46.51,-6.5600000000000005,100580,0.0,2.3232579294419384
2009,2,5,0,30,1.49,50.96,-6.63,100590,0.0,1.5251120835423937
2009,2,5,1,30,0.67,52.72,-6.63,100590,0.0,0.6857830312922552
2009,2,5,2,30,1.94,55.24,-6.87,100580,0.0,1.9862166939021142
2009,2,5,3,30,2.93,56.32,-7.16,100560,66.93751527381718,3.0006945387272665
2009,2,5,4,30,3.58,58.1,-7.34,100510,180.88293230095388,3.6665806616324206
2009,2,5,5,30,4.37,60.45,-7.62,100490,361.01507677298406,4.476941103883591
2009,2,5,6,30,5.46,61.01,-7.56,100460,667.657147355298,5.5926164409586185
2009,2,5,7,30,7.22,61.15,-7.72,100430,1264.6361681659953,7.396133078557345
2009,2,5,8,30,8.11,62.03,-8.34,100400,1583.6212369949174,8.31356785841948
2009,2,5,9,30,8.48,61.21,-8.58,100340,1686.5629862888934,8.693818733161303
2009,2,5,10,30,8.5,61.06,-8.700000000000001,100290,1691.4371981318604,8.71421719243298
2009,2,5,11,30,8.76,61.09,-8.61,100240,1754.5256820217558,8.978240979375416
2009,2,5,12,30,9.19,60.89,-8.66,100190,1839.2905743047652,9.417996187574285
2009,2,5,13,30,8.86,59.34,-8.77,100140,1774.8827650586838,9.079631022110236
2009,2,5,14,30,8.11,50.78,-7.12,100070,1577.0515111701923,8.2919391314245
2009,2,5,15,30,7.07,46.25,-5.46,100000,1198.2272136877248,7.211894059336176
2009,2,5,16,30,7.08,42.94,-3.44,99890,1194.385428876161,7.20123575773661
2009,2,5,17,30,7.46,40.26,-1.18,99770,1325.7059585054817,7.563421788796247
2009,2,5,18,30,8.09,37.36,1.2,99660,1541.5671470642096,8.175118179635257
2009,2,5,19,30,8.4,35.230000000000004,3.17,99560,1629.647632685654,8.465095087030958
2009,2,5,20,30,8.6,34.87,4.48,99490,1676.2617628047904,8.650708360764972
2009,2,5,21,30,7.96,38.06,4.87,99430,1488.7442998214517,8.001215801881322
2009,2,5,22,30,8.950000000000001,52.36,4.84,99390,1758.3049185439845,8.994056993278864
2009,2,5,23,30,10.58,60.74,3.88,99370,1990.3036004185028,10.643116926920879
2009,2,6,0,30,10.86,66.74,2.45,99370,2010.9986275923798,10.943698294733181
2009,2,6,1,30,9.2,64.01,1.33,99370,1813.8140477433044,9.284155753839267
2009,2,6,2,30,8.68,64.94,0.97,99360,1703.0920407980211,8.762992428533254
2009,2,6,3,30,9.62,65.97,1.33,99360,1884.3143955356966,9.707508963214789
2009,2,6,4,30,10.43,67.98,1.83,99350,1981.6711778179488,10.517736787479285
2009,2,6,5,30,10.17,73.9,2.59,99360,1952.626115655933,10.245552040749272
2009,2,6,6,30,9.35,75.56,3.29,99360,1837.9622839118024,9.411018039988454
2009,2,6,7,30,9.51,81.04,4.0600000000000005,99340,1863.6328689404093,9.561607541025813
2009,2,6,8,30,8.47,85.85000000000001,3.65,99330,1644.9502774583668,8.519670548057613
2009,2,6,9,30,8.09,88.97,3.47,99320,1530.5260937608552,8.138769032957548
2009,2,6,10,30,8.25,98.41,4.19,99290,1576.61569038954,8.290504330500543
2009,2,6,11,30,7.390000000000001,103.89,4.49,99260,1274.052632252633,7.42225726800564
2009,2,6,12,30,6.4,102.36,4.83,99260,929.2531816290149,6.425249753479697
2009,2,6,13,30,7.23,105.65,4.63,99270,1215.6987027478865,7.260365384236056
2009,2,6,14,30,6.5600000000000005,99.77,5.0200000000000005,99240,982.0211140633586,6.584028303029476
2009,2,6,15,30,5.66,89.66,5.72,99230,692.6888849381145,5.676139088882597
2009,2,6,16,30,4.21,76.66,8.4,99170,296.6542657348064,4.207592658442379
2009,2,6,17,30,5.58,69.07000000000001,10.88,99120,657.6443582615009,5.559207067939609
2009,2,6,18,30,8.76,63.89,13.43,99070,1687.7977483988388,8.698986182878588
2009,2,6,19,30,9.18,65.16,13.96,99000,1780.217419416452,9.107656524383776
2009,2,6,20,30,9.35,68.97,13.67,98940,1812.4677013913197,9.277082749626056
2009,2,6,21,30,7.1000000000000005,74.49,14.35,98850,1134.7094439071898,7.035676082416949
2009,2,6,22,30,11.76,88.5,14.85,98790,2025.0000000000002,11.64021470717406
2009,2,6,23,30,12.12,100.03,13.3,98780,2025.0000000000002,12.017228003113827
2009,2,7,0,30,12.74,100.21,10.47,98770,2025.0000000000002,12.67760969918909
2009,2,7,1,30,11.75,106.29,9.71,98770,2025.0000000000002,11.70276728167285
2009,2,7,2,30,11.33,105.48,9.9,98760,2020.574418953442,11.281452787824291
2009,2,7,3,30,9.16,110.0,9.46,98780,1783.692566344853,9.125913140766235
2009,2,7,4,30,8.44,102.46,9.03,98770,1614.10092357262,8.413912505588872
2009,2,7,5,30,9.01,101.57,9.03,98750,1755.3425243381757,8.981659444813458
2009,2,7,6,30,9.92,102.05,10.05,98730,1908.0726380620506,9.875115612430692
2009,2,7,7,30,11.73,104.22,10.97,98710,2025.0000000000002,11.661901259156293
2009,2,7,8,30,13.02,105.17,11.85,98720,2025.0000000000002,12.92993578551944
2009,2,7,9,30,13.6,102.85,12.24,98720,2025.0000000000002,13.499682543883393
2009,2,7,10,30,12.96,102.93,12.12,98750,2025.0000000000002,12.867689164586343
2009,2,7,11,30,11.58,103.05,11.7,98790,2025.0000000000002,11.505290668866609
2009,2,7,12,30,10.53,109.8,10.85,98840,1977.6214574603684,10.474133127209587
2009,2,7,13,30,12.37,100.07,12.02,98860,2025.0000000000002,12.288694583779206
2009,2,7,14,30,13.33,91.23,12.82,98900,2025.0000000000002,13.232750009856677
2009,2,7,15,30,13.24,87.32000000000001,13.42,98940,2025.0000000000002,13.136110980271065
2009,2,7,16,30,13.3,84.07000000000001,14.04,98960,2025.0000000000002,13.18697626330661
2009,2,7,17,30,14.84,79.46000000000001,14.45,98940,2025.0000000000002,14.706643514626446
2009,2,7,18,30,13.57,76.02,14.85,98990,2025.0000000000002,13.444513224681161
2009,2,7,19,30,12.71,72.16,15.66,99030,2025.0000000000002,12.582386656612204
2009,2,7,20,30,10.02,78.62,15.58,99060,1914.4280954825545,9.919951290882219
2009,2,7,21,30,10.73,74.29,16.06,99080,1988.5869563194528,10.618183824538166
2009,2,7,22,30,9.53,81.98,15.94,99120,1841.9020126180408,9.431715327649282
2009,2,7,23,30,9.01,100.66,15.55,99190,1740.5751273478515,8.919858243765857
2009,2,8,0,30,6.5600000000000005,107.42,14.41,99260,955.322603154325,6.504603906453443
2009,2,8,1,30,6.45,1.08,14.02,99330,925.6205165862848,6.4141762432137925
2009,2,8,2,30,5.94,2.81,13.57,99370,762.9846889698952,5.910692989555873
2009,2,8,3,30,5.54,107.86,12.32,99410,643.1716181008702,5.510916309979547
2009,2,8,4,30,7.4,105.54,11.92,99470,1254.0500402809698,7.366763879264724
2009,2,8,5,30,8.47,100.9,10.96,99530,1623.4764042163201,8.444778285485826
2009,2,8,6,30,10.54,99.1,7.73,99590,1984.20852580338,10.554590062503705
2009,2,8,7,30,8.11,99.52,6.18,99680,1530.817182390724,8.139727349434482
2009,2,8,8,30,7.23,98.96,5.32,99760,1217.8963197131593,7.266462254718156
2009,2,8,9,30,9.38,90.45,4.46,99810,1843.4944009552903,9.440080908617233
2009,2,8,10,30,7.82,76.09,3.89,99880,1443.2084516004527,7.878780063339915
2009,2,8,11,30,5.11,87.02,3.1,99930,540.364200535393,5.153848723823311
2009,2,8,12,30,6.61,88.72,2.17,99970,1012.7246740475149,6.675367169559764
2009,2,8,13,30,6.890000000000001,84.87,1.21,100000,1110.937748578307,6.967537553408618
2009,2,8,14,30,3.45,74.92,1.21,100010,146.0808594133138,3.489233700082184
2009,2,8,15,30,3.15,65.21000000000001,2.56,100020,96.11503361052912,3.1808026766082045
2009,2,8,16,30,0.98,60.0,3.79,100030,0.0,0.9881464938188333
2009,2,8,17,30,0.51,55.53,5.11,100020,0.0,0.5134031768556
2009,2,8,18,30,1.36,52.94,6.24,99980,0.0,1.3670180302926538
2009,2,8,19,30,2.08,49.44,7.59,99920,0.0,2.086925659114996
2009,2,8,20,30,2.5500000000000003,47.57,8.540000000000001,99890,7.392293543571817,2.5553108383357412
2009,2,8,21,30,2.14,46.43,9.02,99850,0.0,2.14294172801546
2009,2,8,22,30,3.52,55.08,9.04,99760,152.43832217424804,3.5232467733648174
2009,2,8,23,30,5.91,57.51,9.02,99720,764.1542858869195,5.914595548504903
2009,2,9,0,30,5.29,63.33,9.04,99750,580.68351898702,5.294065445964249
2009,2,9,1,30,6.7,66.34,8.99,99730,1022.6263489020369,6.704823289906401
2009,2,9,2,30,8.040000000000001,64.66,8.34,99660,1503.7475083750537,8.050609081070135
2009,2,9,3,30,8.18,70.53,7.94,99630,1547.1199898945627,8.193399143685802
2009,2,9,4,30,8.51,71.77,7.58,99560,1646.375813684914,8.525636382862162
2009,2,9,5,30,8.1,70.28,7.15,99550,1524.562823364715,8.119136867044329
2009,2,9,6,30,8.43,70.62,7.22,99500,1624.3701954705793,8.447720808133594
2009,2,9,7,30,8.85,73.92,7.16,99460,1728.1122154242778,8.867701257268372
2009,2,9,8,30,9.46,76.06,7.13,99420,1850.6633781409055,9.47774298997061
2009,2,9,9,30,9.58,77.68,7.18,99350,1868.3527964155812,9.594905089351542
2009,2,9,10,30,9.82,80.79,7.23,99290,1902.0003728145773,9.832277762360333
2009,2,9,11,30,9.93,83.0,7.05,99240,1917.6549215393763,9.942715495868615
2009,2,9,12,30,9.84,83.88,6.86,99190,1904.9652250692714,9.85319382764918
2009,2,9,13,30,9.46,87.4,6.68,99140,1849.7271913768084,9.472824751125865
2009,2,9,14,30,8.81,93.7,6.69,99070,1716.4877319360396,8.819053073597152
2009,2,9,15,30,8.72,99.71,8.48,98960,1689.2634934988894,8.705120290851179
2009,2,9,16,30,9.28,89.16,10.4,98830,1805.2017515258171,9.23891122419657
2009,2,9,17,30,10.69,74.08,13.3,98660,1987.3642665708876,10.600425077282319
2009,2,9,18,30,12.18,62.25,15.29,98560,2025.0000000000002,12.046781720558371
2009,2,9,19,30,15.53,48.8,16.92,98430,2025.0000000000002,15.327315130194751
2009,2,9,20,30,14.11,38.18,17.46,98330,2025.0000000000002,13.915689053145734
2009,2,9,21,30,12.6,48.47,15.64,98310,2025.0000000000002,12.450092831342756
2009,2,9,22,30,13.61,62.68,13.94,98280,2025.0000000000002,13.470821732514858
2009,2,9,23,30,11.57,68.15,13.54,98250,2024.0879957306988,11.454962752133278
2009,2,10,0,30,15.1,77.27,12.43,98260,2025.0000000000002,14.968610517367523
2009,2,10,1,30,12.24,87.2,11.78,98150,2025.0000000000002,12.136746871658639
2009,2,10,2,30,9.0,92.84,12.13,98160,1740.4872201193389,8.919490354129897
2009,2,10,3,30,8.540000000000001,97.11,12.67,98160,1627.2103872843636,8.457071233857986
2009,2,10,4,30,11.81,104.46,13.39,98140,2025.0000000000002,11.681977021592738
2009,2,10,5,30,11.0,101.39,13.05,98160,2007.0916590802162,10.886952201600815
2009,2,10,6,30,11.1,100.74,12.26,98190,2014.7649318040646,10.998401333392367
2009,2,10,7,30,12.25,100.25,12.35,98170,2025.0000000000002,12.135747603465783
2009,2,10,8,30,13.13,94.44,11.94,98160,2025.0000000000002,13.015334683344257
2009,2,10,9,30,13.79,88.22,11.85,98110,2025.0000000000002,13.670337384916584
2009,2,10,10,30,14.54,81.07000000000001,11.62,98120,2025.0000000000002,14.420363021834095
2009,2,10,11,30,13.61,83.69,11.27,98130,2025.0000000000002,13.503843167309146
2009,2,10,12,30,12.87,82.84,10.82,98170,2025.0000000000002,12.778824083593951
2009,2,10,13,30,14.04,74.44,10.6,98180,2025.0000000000002,13.94682211121389
2009,2,10,14,30,12.95,62.33,11.13,98190,2025.0000000000002,12.858583263712038
2009,2,10,15,30,10.31,55.82,12.4,98190,1950.0838441028623,10.222303101077843
2009,2,10,16,30,9.06,51.02,13.71,98180,1752.3114918489482,8.968974646783629
2009,2,10,17,30,9.31,45.53,15.48,98170,1797.2747310861366,9.197266777442271
2009,2,10,18,30,9.36,41.36,16.9,98150,1803.6901818992321,9.230970222743535
2009,2,10,19,30,9.51,37.96,17.96,98120,1829.5314389205805,9.366726760812085
2009,2,10,20,30,9.48,37.04,18.6,98110,1822.51774436244,9.329880453703389
2009,2,10,21,30,8.23,40.69,18.63,98090,1518.1460787113356,8.098011781765713
2009,2,10,22,30,8.72,57.29,18.3,98080,1659.2303859548213,8.57943245848429
2009,2,10,23,30,10.94,60.51,18.07,98050,1998.6737816411069,10.76468818650845
2009,2,11,0,30,12.05,73.57000000000001,17.490000000000002,98050,2025.0000000000002,11.861472771222884
2009,2,11,1,30,11.42,96.19,15.46,98040,2020.2219635589306,11.264047583157058
2009,2,11,2,30,9.19,102.16,14.36,97990,1773.9447153676574,9.074702996415326
2009,2,11,3,30,7.73,101.76,13.84,97930,1352.9976866985423,7.636668509657923
2009,2,11,4,30,8.2,100.82,13.61,97810,1518.8204214426823,8.100231840140518
2009,2,11,5,30,5.83,101.93,13.62,97770,717.2446318894114,5.758073513144516
2009,2,11,6,30,7.08,100.2,13.23,97770,1120.6483038300337,6.996425119232585
2009,2,11,7,30,5.51,104.49,12.45,97700,625.1486562599249,5.448699900051904
2009,2,11,8,30,9.09,100.11,12.34,97480,1755.9241779757149,8.984093651289871
2009,2,11,9,30,6.63,97.84,11.71,97390,972.7056847805464,6.55631618259868
2009,2,11,10,30,7.61,97.67,11.84,97240,1309.640446679062,7.520304473105373
2009,2,11,11,30,8.31,100.36,11.89,97120,1551.4722893987305,8.207727701724215
2009,2,11,12,30,7.930000000000001,100.63,11.6,97020,1425.9984579851919,7.832591137909801
2009,2,11,13,30,6.8,104.83,11.76,96970,1025.5152771891749,6.713417454080544
2009,2,11,14,30,6.76,98.78,11.01,96780,1013.1761033114987,6.676710109509143
2009,2,11,15,30,6.8500000000000005,96.64,10.52,96830,1044.9643064975005,6.771275640331698
2009,2,11,16,30,2.86,96.54,10.3,96840,43.84135180103912,2.828031064729062
2009,2,11,17,30,6.67,94.82,10.32,96870,986.093863716998,6.596144172890073
2009,2,11,18,30,13.95,88.62,6.28,97010,2025.0000000000002,13.874639582238874
2009,2,11,19,30,13.08,85.23,4.69,97270,2025.0000000000002,13.047769852921618
2009,2,11,20,30,12.41,87.02,5.15,97480,2025.0000000000002,12.380884754463494
2009,2,11,21,30,12.12,79.54,6.0600000000000005,97740,2025.0000000000002,12.08949104277593
2009,2,11,22,30,10.07,77.69,6.57,97910,1930.6151352222364,10.044262782096354
2009,2,11,23,30,9.07,87.79,6.74,98070,1768.9879389215207,9.04866266835577
2009,2,12,0,30,11.77,78.98,6.37,98240,2025.0000000000002,11.755903045714224
2009,2,12,1,30,10.88,83.13,5.78,98360,2006.5409816306706,10.878953981563841
2009,2,12,2,30,10.75,82.63,5.3100000000000005,98470,1998.3118457411651,10.7594313106923
2009,2,12,3,30,10.43,86.69,4.7,98570,1975.012720425493,10.450276364202036
2009,2,12,4,30,11.66,82.2,4.43,98650,2025.0000000000002,11.690394914056164
2009,2,12,5,30,12.07,82.24,3.89,98720,2025.0000000000002,12.112584928971382
2009,2,12,6,30,11.5,83.57000000000001,3.34,98820,2025.0000000000002,11.552349764652176
