Year,Month,Day,Hour,Minute,v_meas,rh,T_C,p_meas,turbine_power_kw,v_std
2009,11,11,11,30,8.02,91.26,5.84,100030,1507.5462192120885,8.063115124978069
2009,11,11,12,30,8.08,90.76,5.48,100060,1527.2579916319905,8.128009848994207
2009,11,11,13,30,7.51,90.64,4.95,100090,1324.6061658942706,7.560470117805342
2009,11,11,14,30,5.55,70.89,5.5200000000000005,100100,665.2864895128286,5.584706338047476
2009,11,11,15,30,3.64,61.98,6.41,100090,179.369948226959,3.6589566552126933
2009,11,11,16,30,2.9,56.32,7.84,100050,54.76383319553056,2.909755579465249
2009,11,11,17,30,2.94,51.22,9.16,100000,59.448247384529296,2.9448054424581316
2009,11,11,18,30,3.22,46.76,10.34,99950,102.50912273694114,3.2202723625737106
2009,11,11,19,30,3.34,44.03,11.12,99910,121.38637199000512,3.336798592530896
2009,11,11,20,30,3.49,42.98,11.52,99870,145.32188522311628,3.484548674216767
2009,11,11,21,30,3.69,44.86,11.49,99830,184.29203174671036,3.683759293256288
2009,11,11,22,30,4.54,57.97,11.05,99820,375.2386867345048,4.533617618574478
2009,11,11,23,30,5.93,61.17,10.59,99800,767.072043844432,5.924331143958732
2009,11,12,0,30,7.29,65.59,10.39,99790,1224.2469046513238,7.284080745322024
2009,11,12,1,30,8.32,70.62,9.81,99780,1585.0680737480113,8.318331106989337
2009,11,12,2,30,7.58,73.86,8.43,99760,1335.8769023437587,7.590719007900587
2009,11,12,3,30,7.83,71.62,7.59,99740,1432.1281421383558,7.84904224943198
2009,11,12,4,30,8.58,76.14,7.09,99690,1665.1756741500735,8.604313346516314
2009,11,12,5,30,8.15,81.68,6.3500000000000005,99660,1542.8444502954458,8.17932329315373
2009,11,12,6,30,7.95,83.55,5.48,99650,1483.502874583196,7.986923979020923
2009,11,12,7,30,7.17,85.53,4.68,99620,1197.4372029040674,7.209702324605541
2009,11,12,8,30,7.26,87.55,4.12,99600,1231.6894704754848,7.3047287292980565
2009,11,12,9,30,6.3100000000000005,90.44,3.59,99570,905.3268401657559,6.352314708629038
2009,11,12,10,30,5.84,92.54,3.0700000000000003,99560,754.6029029613971,5.882725735606931
2009,11,12,11,30,5.64,94.08,2.64,99530,694.9584992572071,5.683712042900257
2009,11,12,12,30,5.33,94.68,2.19,99500,603.6149293094935,5.3738130040323195
2009,11,12,13,30,5.6000000000000005,95.8,2.15,99480,683.6211790476341,5.645883146638752
2009,11,12,14,30,4.97,87.57000000000001,2.12,99460,499.2732587170702,5.010948561005287
2009,11,12,15,30,3.34,79.42,3.0,99420,125.72453354670665,3.363577367572263
2009,11,12,16,30,3.16,71.27,5.0600000000000005,99350,94.94742668044164,3.173595226422479
2009,11,12,17,30,3.69,62.06,7.24,99290,186.61476472611912,3.6954636670502348
2009,11,12,18,30,4.32,52.63,9.01,99210,322.6344412233116,4.31631906768492
2009,11,12,19,30,4.7,47.63,10.1,99120,415.4195650401501,4.68863643919811
2009,11,12,20,30,4.97,45.38,10.93,99050,483.6718243077667,4.951955340693544
2009,11,12,21,30,5.18,45.72,11.48,98970,541.0687547219167,5.156298920959543
2009,11,12,22,30,6.5200000000000005,59.13,11.44,98930,949.8735861078623,6.488107258368731
2009,11,12,23,30,8.05,62.46,10.92,98910,1492.8701168924115,8.01479873874045
2009,11,13,0,30,7.83,65.4,10.72,98880,1412.562188950133,7.796530297772767
2009,11,13,1,30,8.01,67.85,10.51,98840,1479.6007426085637,7.97645126840731
2009,11,13,2,30,8.48,71.41,10.06,98820,1624.51057217413,8.448182953659686
2009,11,13,3,30,8.44,69.57000000000001,9.55,98770,1613.67707618313,8.412517123236642
2009,11,13,4,30,8.26,70.82000000000001,9.0,98740,1560.6004631622623,8.23777930259181
2009,11,13,5,30,8.19,72.78,8.66,98710,1540.1292267177926,8.170384285490675
2009,11,13,6,30,8.53,74.2,8.27,98700,1643.421817316755,8.51327397914524
2009,11,13,7,30,8.55,78.91,7.98,98670,1648.5945808199688,8.534921869930816
2009,11,13,8,30,8.98,84.7,7.7,98660,1751.677716146879,8.966322310721402
2009,11,13,9,30,8.790000000000001,85.4,7.07,98630,1707.7854525485432,8.78263424376875
2009,11,13,10,30,8.73,84.84,6.54,98610,1694.7315030520117,8.728003779250937
2009,11,13,11,30,9.16,85.67,6.32,98600,1790.1904595867559,9.160049695753905
2009,11,13,12,30,8.23,86.21000000000001,5.62,98590,1560.36537785931,8.237005359207604
2009,11,13,13,30,7.98,87.2,5.07,98570,1485.2910267590387,7.991723099192267
2009,11,13,14,30,7.69,76.63,5.5600000000000005,98540,1375.358753541546,7.6966821082703865
2009,11,13,15,30,5.59,67.86,6.99,98490,665.2204339570868,5.5844859324560785
2009,11,13,16,30,6.41,60.31,9.12,98430,916.4021134742153,6.38607563930564
2009,11,13,17,30,6.7700000000000005,55.25,10.79,98360,1031.0000780607913,6.729733982034185
2009,11,13,18,30,7.4,51.0,12.45,98290,1244.3153559309176,7.339756848192308
2009,11,13,19,30,7.76,48.56,13.62,98220,1370.749314855924,7.684311097305217
2009,11,13,20,30,8.15,48.67,14.47,98170,1506.8164318206311,8.060712532742818
2009,11,13,21,30,8.120000000000001,49.55,14.95,98110,1495.823720405724,8.024522536315141
2009,11,13,22,30,9.21,59.8,14.85,98090,1778.7926730642298,9.100171647303544
2009,11,13,23,30,9.48,67.87,13.86,98090,1831.4720423312335,9.376921682853865
2009,11,14,0,30,10.21,69.39,13.06,98110,1937.7475854558602,10.109488664434021
2009,11,14,1,30,9.63,72.5,12.15,98120,1861.399705025472,9.545853298239662
2009,11,14,2,30,9.47,73.64,11.41,98120,1835.0633526874776,9.39578856153127
2009,11,14,3,30,8.76,76.09,10.94,98120,1687.1142533211046,8.69612577242563
2009,11,14,4,30,8.39,81.83,10.59,98110,1589.0442635351685,8.33142144373718
2009,11,14,5,30,7.79,80.94,10.62,98120,1389.8947989526011,7.735694575825553
2009,11,14,6,30,7.54,78.07000000000001,10.61,98140,1297.8926711668676,7.488396923753274
2009,11,14,7,30,7.36,80.07000000000001,10.72,98150,1233.0927549917599,7.3086218754106245
2009,11,14,8,30,6.73,79.63,10.51,98180,1016.1388605158921,6.685523904554193
2009,11,14,9,30,7.56,80.65,10.55,98150,1305.3411870089985,7.508765934001606
2009,11,14,10,30,5.8100000000000005,80.60000000000001,10.23,98210,722.0609293024729,5.774143908249826
2009,11,14,11,30,5.55,79.64,10.26,98230,644.6953589224734,5.5160005302718496
2009,11,14,12,30,5.84,80.41,10.29,98240,731.0477458817031,5.804129949555232
2009,11,14,13,30,5.62,81.13,10.39,98290,665.572835383474,5.585661779724638
2009,11,14,14,30,4.05,78.14,10.87,98320,252.6475879255945,4.023425770770431
2009,11,14,15,30,2.78,73.31,12.03,98320,34.47661647822271,2.7579619639223547
2009,11,14,16,30,2.61,68.3,13.96,98320,11.132960620110557,2.5832993686502848
2009,11,14,17,30,2.71,64.34,15.96,98320,23.496837425764973,2.6758087349477364
2009,11,14,18,30,3.4,63.45,17.25,98320,123.81178177798681,3.3517702578888073
2009,11,14,19,30,3.36,63.51,17.87,98330,117.02538869630759,3.3098789425698
2009,11,14,20,30,2.75,69.88,18.1,98350,27.788796604927107,2.7079221594083585
2009,11,14,21,30,3.42,72.23,17.96,98350,126.44999377979164,3.3680555171592075
2009,11,14,22,30,3.5500000000000003,80.21000000000001,17.18,98380,147.69277529215034,3.4991837980996934
2009,11,14,23,30,3.78,80.36,16.67,98420,193.2324347824772,3.7288104549381567
2009,11,15,0,30,5.62,80.16,15.69,98450,655.3070618754336,5.551408281199311
2009,11,15,1,30,6.69,86.2,14.85,98500,992.6554952801946,6.615664123992844
2009,11,15,2,30,8.120000000000001,86.25,13.88,98520,1500.6052450637283,8.040264181279763
2009,11,15,3,30,6.29,82.87,13.39,98550,866.243991715443,6.233177843973306
2009,11,15,4,30,5.98,81.54,13.21,98550,768.0177400369405,5.927486620076545
2009,11,15,5,30,5.62,82.2,12.87,98600,662.0555856421785,5.573925878018613
2009,11,15,6,30,5.8,83.65,12.78,98620,715.8258161021514,5.753339393066905
2009,11,15,7,30,5.22,82.47,12.52,98690,548.18863634554,5.181059420433107
2009,11,15,8,30,5.78,83.4,12.26,98760,711.8392972329993,5.7400376951384695
2009,11,15,9,30,5.57,83.64,12.09,98790,649.8562995687499,5.533220886115282
2009,11,15,10,30,5.7700000000000005,82.7,11.87,98830,710.141476739652,5.734372628427267
2009,11,15,11,30,5.89,82.9,11.52,98870,746.892860142694,5.856999867009322
2009,11,15,12,30,5.22,83.68,11.15,98920,551.9085994908136,5.193996172807559
2009,11,15,13,30,4.58,84.91,10.83,98960,381.961799953461,4.559555555376007
2009,11,15,14,30,4.66,86.0,10.46,99000,403.3107391482769,4.641920289923908
2009,11,15,15,30,4.62,87.8,10.0,98990,393.60483777588087,4.604474682777318
2009,11,15,16,30,4.4,89.5,9.53,98960,339.5887059048071,4.387272257396138
2009,11,15,17,30,5.26,89.49,9.33,98880,566.4880799377341,5.244698591332757
2009,11,15,18,30,4.79,89.83,9.11,99040,439.0912876234681,4.779962529411528
2009,11,15,19,30,6.3100000000000005,92.75,8.34,98960,888.4852742351844,6.300976297013213
2009,11,15,20,30,6.37,93.22,8.33,98920,907.8706394196874,6.360069012100861
2009,11,15,21,30,7.0,94.51,8.18,98880,1118.2700751985833,6.989350216268282
2009,11,15,22,30,1.9,94.39,8.14,98980,0.0,1.8978510415484928
2009,11,15,23,30,5.79,94.61,8.21,98940,724.4560856942782,5.782135754735663
2009,11,16,0,30,5.88,95.1,8.22,98970,751.53657832742,5.872494422180247
2009,11,16,1,30,7.38,93.87,8.26,98970,1255.3356012667164,7.370330423822212
2009,11,16,2,30,6.79,94.22,8.43,98960,1047.6861213819725,6.779372665125606
2009,11,16,3,30,6.63,92.81,8.49,98940,993.7101693543582,6.618801634253631
2009,11,16,4,30,7.03,93.66,8.26,98880,1128.5804744459208,7.018672421822501
2009,11,16,5,30,3.9,92.99,8.120000000000001,98930,226.2335804282346,3.895104965624765
2009,11,16,6,30,5.86,93.95,7.83,98870,745.85605303789,5.853540383843477
2009,11,16,7,30,6.13,95.69,7.37,98880,831.3784582214303,6.126896687155709
2009,11,16,8,30,7.95,95.7,7.19,98880,1468.9241741997932,7.947797032205564
2009,11,16,9,30,5.18,94.97,7.11,98890,547.687465695015,5.179316521283307
2009,11,16,10,30,6.05,94.45,6.94,98860,806.1319579893092,6.049937381464134
2009,11,16,11,30,7.53,93.91,6.87,98800,1312.9233916929923,7.529115382965625
2009,11,16,12,30,4.89,93.51,6.890000000000001,98840,467.60990933106893,4.889988076122951
2009,11,16,13,30,5.73,93.52,6.9,98810,708.6303708680347,5.729330566793576
2009,11,16,14,30,6.140000000000001,93.07,6.99,98780,835.0181656217669,6.137991664751613
2009,11,16,15,30,6.59,93.48,7.04,98730,982.776405852476,6.586275192183478
2009,11,16,16,30,5.84,94.04,7.16,98700,740.3511648848489,5.835172388671501
2009,11,16,17,30,5.19,92.93,7.41,98650,548.8205155874665,5.183256879107865
2009,11,16,18,30,6.13,93.46,7.52,98600,829.1480202048374,6.1200976076965015
2009,11,16,19,30,5.53,93.96,7.8,98550,645.3321940976015,5.518125439097769
2009,11,16,20,30,6.21,94.54,8.31,98490,852.5153550613242,6.191328623872349
2009,11,16,21,30,3.92,95.56,8.33,98470,228.7514164740664,3.9077924740441743
2009,11,16,22,30,3.02,95.34,8.33,98500,68.59266208501637,3.010911494351953
2009,11,16,23,30,4.54,95.87,8.040000000000001,98460,373.61744444785916,4.527362825801926
2009,11,17,0,30,5.08,96.54,8.05,98510,515.2784072670852,5.0666089628484965
2009,11,17,1,30,7.05,96.28,8.1,98460,1132.59073519017,7.029798127868414
2009,11,17,2,30,3.8,96.1,8.120000000000001,98530,205.3606428264973,3.7899251339203692
2009,11,17,3,30,7.03,94.49,8.0,98450,1125.7012600554,7.010684588862255
2009,11,17,4,30,5.65,92.16,7.95,98440,680.3067519501975,5.63482399716449
2009,11,17,5,30,6.38,93.5,7.640000000000001,98380,909.146903029749,6.363959466635418
2009,11,17,6,30,7.29,92.04,7.52,98420,1220.5820521006804,7.273913308643863
2009,11,17,7,30,6.07,90.7,7.48,98380,808.1856907393997,6.0561978074665435
2009,11,17,8,30,5.04,91.19,7.43,98410,504.56158944802866,5.029339556418114
2009,11,17,9,30,6.29,91.39,7.33,98330,880.2160354274661,6.275769045656046
2009,11,17,10,30,6.8500000000000005,90.05,7.2,98320,1066.559487780378,6.835518333423703
2009,11,17,11,30,6.22,90.5,7.05,98320,857.9831607922763,6.2079962225035095
2009,11,17,12,30,5.07,91.01,6.98,98320,513.5597911216515,5.060632206995832
2009,11,17,13,30,5.0600000000000005,91.1,6.93,98320,510.78017554385,5.050965660037733
2009,11,17,14,30,5.8100000000000005,90.48,7.0200000000000005,98320,729.5132625389651,5.799009885014899
2009,11,17,15,30,5.83,90.69,6.87,98320,735.8234570694054,5.820064921819838
2009,11,17,16,30,5.96,91.34,6.65,98300,775.0803691213988,5.95105228268735
2009,11,17,17,30,5.4,91.08,6.55,98300,609.0158499449461,5.392595548408785
2009,11,17,18,30,4.6000000000000005,91.25,6.7,98290,390.54019662542476,4.5926512215487065
2009,11,17,19,30,4.86,91.37,6.86,98290,457.56698260615553,4.851242216844736
2009,11,17,20,30,4.36,91.14,7.15,98300,330.84996882908047,4.350700853019797
2009,11,17,21,30,5.3100000000000005,91.2,7.37,98320,581.6855019118884,5.29754999795475
2009,11,17,22,30,6.38,91.16,7.4,98370,909.7784459694656,6.365884608960419
2009,11,17,23,30,6.49,92.65,7.140000000000001,98390,946.5893827384047,6.47809596932908
2009,11,18,0,30,6.58,91.97,7.0,98410,977.1725760086929,6.569604569414525
2009,11,18,1,30,6.7,93.6,7.26,98430,1016.8085869413989,6.687516248524167
2009,11,18,2,30,5.99,94.71,7.21,98440,783.5570655246138,5.979336221303349
2009,11,18,3,30,7.52,93.91,6.86,98440,1305.8143111151394,7.510035724946697
2009,11,18,4,30,7.24,94.02,6.57,98430,1205.7699294727895,7.232819890339268
2009,11,18,5,30,6.28,94.25,6.21,98430,880.4981397803108,6.276628988813628
2009,11,18,6,30,6.71,94.09,6.2700000000000005,98450,1023.1412260936485,6.706354978710839
2009,11,18,7,30,6.04,93.45,6.22,98470,802.07165497764,6.037560295618473
2009,11,18,8,30,5.68,93.27,6.03,98490,693.6889308131734,5.679475911955867
2009,11,18,9,30,6.22,92.34,5.97,98500,861.9804049614698,6.220181085082975
2009,11,18,10,30,5.97,92.63,5.63,98530,781.7605317757682,5.973341781033594
2009,11,18,11,30,6.36,92.4,5.63,98550,909.1631954622802,6.364009131115013
2009,11,18,12,30,6.2700000000000005,92.26,5.51,98570,880.0769647194511,6.2753451142187195
2009,11,18,13,30,6.0,92.36,5.21,98600,792.3772456145259,6.008008674331736
2009,11,18,14,30,5.73,90.08,4.94,98620,711.8734607736636,5.740151687599812
2009,11,18,15,30,5.5200000000000005,88.06,5.11,98630,648.5614267127668,5.528900322698588
2009,11,18,16,30,4.99,86.21000000000001,5.4,98620,495.1261481472701,4.996146404889159
2009,11,18,17,30,5.08,83.76,5.78,98610,520.2177646391174,5.0837863489449395
2009,11,18,18,30,4.89,81.45,6.2,98600,467.8773238143313,4.891019767802204
2009,11,18,19,30,4.63,83.39,6.38,98610,400.2107638728808,4.62996050876883
2009,11,18,20,30,5.53,84.46000000000001,6.59,98620,648.4713086397072,5.528599628427451
2009,11,18,21,30,4.89,88.12,6.3100000000000005,98620,467.68386111617116,4.890273383935845
2009,11,18,22,30,4.48,88.31,6.55,98650,361.58662001750923,4.479332998608534
2009,11,18,23,30,5.58,89.55,6.42,98670,663.9903562122942,5.580381568943257
2009,11,19,0,30,5.46,94.48,6.390000000000001,98700,628.6295228831997,5.460805156957745
2009,11,19,1,30,5.39,93.96,6.29,98740,608.915314572012,5.3922459209598745
2009,11,19,2,30,6.3500000000000005,95.15,5.99,98760,906.3424753532875,6.35541068542383
2009,11,19,3,30,5.62,97.48,5.57,98760,678.1549372106306,5.6276441014702385
2009,11,19,4,30,6.5,96.0,5.23,98760,957.7319893783693,6.511771498968821
2009,11,19,5,30,6.7700000000000005,96.59,4.92,98770,1049.6191749727395,6.785123233594346
2009,11,19,6,30,5.67,93.4,4.78,98810,695.2390391195872,5.684648111843801
2009,11,19,7,30,5.59,93.44,4.5600000000000005,98830,671.783822257578,5.606385793318578
2009,11,19,8,30,5.86,94.44,4.51,98870,753.2713210625914,5.878282686228199
2009,11,19,9,30,5.24,94.38,4.38,98900,570.2421964334812,5.257754117313445
2009,11,19,10,30,6.05,95.77,4.16,98940,813.6745201012293,6.072929492763997
2009,11,19,11,30,6.23,94.76,4.45,98960,872.3510559893275,6.2517941045246985
2009,11,19,12,30,6.0200000000000005,96.54,4.33,99000,803.7524160089539,6.042683786035525
2009,11,19,13,30,6.53,97.52,4.0,99040,973.3319234332115,6.558179156427819
2009,11,19,14,30,4.13,93.63,3.5,99070,283.1426977870343,4.151047071718076
2009,11,19,15,30,2.28,88.88,4.12,99100,0.0,2.2901594680959514
2009,11,19,16,30,2.65,81.51,5.76,99110,20.92962997227899,2.656600299081773
2009,11,19,17,30,4.14,74.18,7.1000000000000005,99130,281.4522490650774,4.143972584494988
2009,11,19,18,30,3.49,70.26,8.02,99110,146.08682016910907,3.4892704948710436
2009,11,19,19,30,2.99,69.10000000000001,8.71,99130,65.09383580877761,2.9870470318651523
2009,11,19,20,30,3.37,68.09,9.02,99140,126.04102062843965,3.365530991533578
2009,11,19,21,30,2.69,69.32000000000001,9.2,99160,24.853709679916737,2.6859611648328974
2009,11,19,22,30,3.3000000000000003,81.10000000000001,9.13,99200,114.64824009039195,3.29520518574316
2009,11,19,23,30,3.34,86.21000000000001,8.94,99240,121.28100501677567,3.336148179115899
2009,11,20,0,30,2.65,87.21000000000001,8.86,99280,19.717480935663527,2.647530721553786
2009,11,20,1,30,1.91,89.68,8.950000000000001,99300,0.0,1.9080625284454984
2009,11,20,2,30,1.68,91.5,8.27,99320,0.0,1.6798160190687381
2009,11,20,3,30,1.87,91.96,7.74,99330,0.0,1.871106386046315
2009,11,20,4,30,2.86,92.1,7.81,99320,48.292523740718394,2.861335755635753
2009,11,20,5,30,1.11,94.08,6.32,99360,0.0,1.1127458045969434
2009,11,20,6,30,1.35,95.1,6.24,99380,0.0,1.353551606367168
2009,11,20,7,30,1.59,96.36,5.96,99390,0.0,1.5947809316562902
2009,11,20,8,30,1.25,96.96,5.5200000000000005,99400,0.0,1.2544947630230605
2009,11,20,9,30,1.92,97.23,5.32,99410,0.0,1.927453789465786
2009,11,20,10,30,2.06,97.71,4.87,99420,0.0,2.0692416188242397
2009,11,20,11,30,2.86,97.64,4.49,99430,50.027929186027386,2.8743204578079116
2009,11,20,12,30,3.11,97.92,4.07,99440,87.45422379008747,3.1273408875931326
2009,11,20,13,30,3.42,97.85,3.94,99460,138.0843864540632,3.439872755889279
2009,11,20,14,30,3.49,98.98,3.96,99480,149.88594274112415,3.510385198997854
2009,11,20,15,30,3.1,92.37,4.37,99500,85.76374915232908,3.1169058589649943
2009,11,20,16,30,1.82,96.86,5.54,99450,0.0,1.8268071781957118
2009,11,20,17,30,1.25,95.52,6.95,99440,0.0,1.2524026637156715
2009,11,20,18,30,0.93,88.16,7.9,99410,0.0,0.9306595775599205
2009,11,20,19,30,0.8300000000000001,83.10000000000001,8.89,99400,0.0,0.8295797082622945
2009,11,20,20,30,1.08,80.64,9.55,99390,0.0,1.0785571971462642
2009,11,20,21,30,1.68,81.28,10.02,99370,0.0,1.6766315127969285
2009,11,20,22,30,2.61,88.83,10.12,99350,13.89328996980474,2.603952786904637
2009,11,20,23,30,2.67,92.15,9.57,99360,22.1365322386837,2.665630619069837
2009,11,21,0,30,2.66,92.52,9.63,99370,20.78506094975745,2.655518600447119
2009,11,21,1,30,3.01,92.94,9.26,99380,67.86625112005694,3.0064274760497343
2009,11,21,2,30,3.1,92.53,8.61,99360,82.81330687517992,3.0986932523159254
2009,11,21,3,30,3.91,92.75,7.98,99340,229.42957014041642,3.911209726079196
2009,11,21,4,30,4.07,93.29,7.04,99300,265.1028188040842,4.075550612279072
2009,11,21,5,30,4.32,95.71,7.16,99280,324.6621691118995,4.324805060104204
2009,11,21,6,30,2.95,99.63,6.24,99280,61.02498434765164,2.956602950599713
2009,11,21,7,30,3.87,98.79,5.98,99260,223.18177603708816,3.8797267625955563
2009,11,21,8,30,3.4,98.76,4.26,99250,134.20323496489394,3.4159150306474935
2009,11,21,9,30,2.92,98.67,4.26,99250,57.96012739865804,2.933670986896057
2009,11,21,10,30,3.08,98.76,4.39,99250,82.03751128405212,3.093904390642297
2009,11,21,11,30,2.99,98.62,3.9,99260,67.7128011608493,3.0054802540793166
2009,11,21,12,30,2.41,98.73,4.3500000000000005,99270,0.0,2.4211670694099166
2009,11,21,13,30,2.66,98.73,4.44,99270,22.990327784930113,2.6720189134674905
2009,11,21,14,30,2.45,98.76,4.62,99290,0.0,2.460670366593272
2009,11,21,15,30,3.65,98.48,4.89,99280,180.474575349823,3.664522929452371
2009,11,21,16,30,3.15,98.42,4.95,99270,93.09932564379943,3.1621871953320952
2009,11,21,17,30,3.37,98.3,5.05,99260,128.7896313013356,3.3824977240823184
2009,11,21,18,30,3.43,98.27,5.5600000000000005,99240,138.1458412498098,3.4402521064803073
2009,11,21,19,30,3.2,94.82,6.0,99210,100.4516688757606,3.2075720300972876
2009,11,21,20,30,3.49,91.73,6.71,99200,147.03384934292066,3.495116353968646
2009,11,21,21,30,4.73,89.51,7.6,99150,426.38032799366766,4.730923333308903
2009,11,21,22,30,5.47,90.17,8.120000000000001,99160,630.5815871426457,5.467593765058758
2009,11,21,23,30,6.92,89.54,8.02,99150,1094.1715670937415,6.917660470307129
2009,11,22,0,30,7.73,89.4,7.78,99170,1387.8760216147718,7.730276493866805
2009,11,22,1,30,7.11,89.97,7.5,99190,1162.6553362721138,7.113206648001425
2009,11,22,2,30,6.96,97.94,6.8100000000000005,99190,1111.2739663986893,6.968537755164923
2009,11,22,3,30,7.42,94.37,6.87,99170,1276.2552382666984,7.428367979655149
2009,11,22,4,30,7.92,95.02,6.8100000000000005,99160,1461.9967016176945,7.929204781582647
2009,11,22,5,30,7.68,99.21,6.36,99150,1373.8667316058015,7.692677755249065
2009,11,22,6,30,6.38,98.71,5.66,99180,919.9618571262158,6.396926862143624
2009,11,22,7,30,5.57,98.64,5.24,99190,666.262393752765,5.587962608451001
2009,11,22,8,30,5.48,98.68,5.08,99210,639.6591248967338,5.499162319237468
2009,11,22,9,30,5.19,98.63,4.73,99220,556.6977492487687,5.210651188484676
2009,11,22,10,30,5.47,98.6,4.41,99220,638.176916611648,5.49400770861293
2009,11,22,11,30,4.99,98.56,3.89,99240,500.60043635424427,5.015564028357657
2009,11,22,12,30,4.86,98.54,3.59,99280,466.9457061086543,4.887425563690796
2009,11,22,13,30,4.91,98.69,3.79,99300,479.7368713488281,4.936774195018627
2009,11,22,14,30,4.29,98.46,3.52,99290,322.2577500993382,4.31474262439564
2009,11,22,15,30,4.33,98.37,4.0,99290,331.2354715367354,4.352314172574745
2009,11,22,16,30,3.49,98.06,3.7,99240,149.56080306501468,3.508746803048701
2009,11,22,17,30,3.19,97.09,3.96,99220,100.17903515638488,3.2058891059036103
2009,11,22,18,30,2.96,89.92,6.25,99180,62.27243453144983,2.965936659419752
2009,11,22,19,30,3.58,73.60000000000001,8.700000000000001,99150,163.01029970848592,3.576519524860095
2009,11,22,20,30,3.71,70.62,10.09,99100,187.41308765782225,3.699486458341256
2009,11,22,21,30,3.28,70.3,10.94,99060,110.04721816276258,3.266803815819522
2009,11,22,22,30,3.81,84.17,11.44,99060,205.651404425039,3.7913902969263744
2009,11,22,23,30,6.63,83.15,11.75,99050,985.6821693483196,6.5949194387872065
2009,11,23,0,30,7.5,86.42,11.17,99040,1289.5066308830303,7.465131449252407
2009,11,23,1,30,7.61,87.55,10.01,99050,1334.0808743286875,7.585898750211185
2009,11,23,2,30,8.33,87.71000000000001,9.17,99060,1583.3678749745638,8.312733744772226
2009,11,23,3,30,8.84,91.74,8.36,99040,1719.0189205903541,8.829646037205917
2009,11,23,4,30,9.13,92.98,7.57,99010,1783.9742486827608,9.127392953416132
2009,11,23,5,30,8.47,94.79,7.140000000000001,99000,1631.662674011674,8.471728967939667
2009,11,23,6,30,8.290000000000001,96.36,6.7,99010,1578.4232524550052,8.296455152115243
2009,11,23,7,30,7.6,97.09,6.21,99010,1343.2846702783052,7.610600295969686
2009,11,23,8,30,7.17,96.49,6.1000000000000005,99010,1187.1127040912331,7.181058965435519
2009,11,23,9,30,6.36,96.76,5.68,99020,912.2483028178797,6.373413512628805
2009,11,23,10,30,5.45,96.76,5.47,99040,629.3539462735889,5.463324452351205
2009,11,23,11,30,4.6000000000000005,97.0,5.68,99040,395.0370179796176,4.6100000693658085
2009,11,23,12,30,4.3500000000000005,97.41,5.82,99050,332.7864976961206,4.358805179728481
2009,11,23,13,30,4.18,98.22,5.92,99070,292.0131895829706,4.188169866428
2009,11,23,14,30,3.7,94.51,6.5600000000000005,99070,188.38367588091677,3.704377303506761
2009,11,23,15,30,3.23,86.77,7.01,99080,104.47362629696738,3.232398927759058
2009,11,23,16,30,3.0700000000000003,80.58,8.09,99050,77.84622790887609,3.068032271042445
2009,11,23,17,30,3.42,77.47,9.73,99030,133.3550201735814,3.4106791368739593
2009,11,23,18,30,4.05,73.24,11.21,99010,254.5675617903882,4.031460815193087
2009,11,23,19,30,4.8100000000000005,69.01,12.2,98990,439.64001025295624,4.7820795148648
2009,11,23,20,30,5.13,68.39,12.43,98990,524.5387781383091,5.098813347724949
2009,11,23,21,30,5.69,71.94,12.36,98970,686.3993749235002,5.655153069481148
2009,11,23,22,30,6.61,80.84,12.39,99000,976.9232528212345,6.568862867235563
2009,11,23,23,30,6.88,84.10000000000001,12.01,99010,1068.167128572539,6.840300843589287
2009,11,24,0,30,8.0,85.71000000000001,11.64,99010,1472.4823856436908,7.957346714019567
2009,11,24,1,30,7.32,82.41,10.89,99030,1225.947478771581,7.288798664923237
2009,11,24,2,30,7.11,90.18,10.24,99010,1152.1848855991032,7.084158373142191
2009,11,24,3,30,7.34,94.5,9.54,99000,1236.8724989121715,7.319108056352258
2009,11,24,4,30,7.47,95.12,9.0,98950,1284.9687375704507,7.45254192695367
2009,11,24,5,30,6.390000000000001,94.77,8.74,98930,913.3530976074571,6.376781276047728
2009,11,24,6,30,6.78,92.79,8.83,98930,1042.9866748677196,6.765392458330267
2009,11,24,7,30,7.53,94.7,8.85,98910,1306.8697328133921,7.5128683113617605
2009,11,24,8,30,7.77,96.67,8.41,98880,1397.3372541669644,7.75566895911692
2009,11,24,9,30,8.31,98.06,8.46,98850,1577.415664202193,8.293137989143021
2009,11,24,10,30,8.03,98.4,8.18,98850,1493.3977340514696,8.016535749963685
2009,11,24,11,30,8.4,98.59,7.85,98830,1606.491812864724,8.388861935357115
2009,11,24,12,30,7.33,96.04,7.79,98780,1237.1416706967616,7.319854822296467
2009,11,24,13,30,8.67,94.81,8.42,98740,1676.0980214107315,8.650023106971044
2009,11,24,14,30,8.15,94.41,8.55,98710,1527.587099616045,8.129093332069283
2009,11,24,15,30,9.38,93.53,9.21,98640,1825.5806130993305,9.345971174674707
2009,11,24,16,30,9.48,92.57,9.63,98550,1843.0614420005584,9.437806367221215
2009,11,24,17,30,8.47,88.52,10.2,98480,1617.3829065242796,8.424717387734253
2009,11,24,18,30,7.97,90.42,10.43,98440,1459.9645136255783,7.923750707529732
2009,11,24,19,30,8.4,87.98,10.98,98350,1592.6200149911444,8.34319346499142
2009,11,24,20,30,7.32,80.49,11.91,98370,1216.7807747830723,7.263367387385413
