Scenario,Class,SubClass,Resource,Model,Fips Code,County,State,Sqmi,Land Source,Price Offered,Production,Production Unit,Production Energy Content,Energy Content Unit,Production Density per Sq Mile,BTU/Ton,USDA Region
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,36087,Rockland County,New York,178.51,Pasture,70,25,dt,422600000,BTU,0.14,16904000,Northeast
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,48309,McLennan County,Texas,1060.24,Crop,60,611,dt,9099012000,BTU,0.58,14892000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,06025,Imperial County,California,4480.66,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,01019,Cherokee County,Alabama,599.98,Crop,60,1923.5,dt,28644762000,BTU,3.21,14892000,Southeast
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,21075,Fulton County,Kentucky,230.67,Crop,70,42765,dt,6.36856E+11,BTU,185.39,14892000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,21215,Spencer County,Kentucky,191.66,Crop,70,2355,dt,39234300000,BTU,12.29,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,48457,Tyler County,Texas,935.62,Crop,40,11.7,dt,203205600,BTU,0.01,17368000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,47135,Perry County,Tennessee,422.87,Crop,40,2.1,dt,36472800,BTU,0,17368000,Appalachia
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,47055,Giles County,Tennessee,611.18,Pasture,70,13664,dt,2.36333E+11,BTU,22.36,17296000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48277,Lamar County,Texas,933.1,Pasture,70,504632,dt,8.28808E+12,BTU,540.81,16424000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,55029,Door County,Wisconsin,487.56,Crop,70,100407,dt,1.67278E+12,BTU,205.94,16660000,Lake States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,20131,Nemaha County,Kansas,719.44,Pasture,70,15530,dt,2.5873E+11,BTU,21.59,16660000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,29159,Pettis County,Missouri,686.28,Crop,70,0,dt,0,BTU,0,14830000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,17189,Washington County,Illinois,563.9,Crop,40,1,dt,17368000,BTU,0,17368000,Corn Belt
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,05057,Hempstead County,Arkansas,741,Pasture,70,753,dt,12728712000,BTU,1.02,16904000,Delta States
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48329,Midland County,Texas,902,Pasture,70,87478,dt,1.43674E+12,BTU,96.98,16424000,Southern Plains
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,36051,Livingston County,New York,640.26,Pasture,70,5131,dt,88745776000,BTU,8.01,17296000,Northeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,37077,Granville County,North Carolina,537.59,Crop,70,13297,dt,2.1839E+11,BTU,24.73,16424000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,51181,Surry County,Virginia,280.95,Crop,70,917,dt,15277220000,BTU,3.26,16660000,Appalachia
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,20161,Riley County,Kansas,622.06,Crop,400,16415.22,dt,3.82283E+11,BTU,26.39,23288300,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,20129,Morton County,Kansas,729.93,Crop,60,13.2,dt,196574400,BTU,0.02,14892000,Northern Plains
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,42077,Lehigh County,Pennsylvania,348.22,Pasture,70,3059,dt,52908464000,BTU,8.78,17296000,Northeast
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,13289,Twiggs County,Georgia,362.63,Crop,60,340.9,dt,5076682800,BTU,0.94,14892000,Southeast
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,05139,Union County,Arkansas,1055.32,Pasture,70,1381,dt,23344424000,BTU,1.31,16904000,Delta States
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48385,Real County,Texas,700.06,Crop,70,0,dt,0,BTU,0,16424000,Southern Plains
mature-market medium,agriculture land,Ag processing waste,Rice hulls,POLYSYS,28143,Tunica County,Mississippi,476.14,Crop,48,10396.9,dt,1.41627E+11,BTU,21.84,13622000,Southeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,46089,McPherson County,South Dakota,1151.53,Crop,40,11.7,dt,203205600,BTU,0.01,17368000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,05089,Marion County,Arkansas,640.26,Crop,40,13.1,dt,227520800,BTU,0.02,17368000,Delta States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,05113,Polk County,Arkansas,861.67,Pasture,70,4123,dt,68689180000,BTU,4.78,16660000,Delta States
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,48015,Austin County,Texas,656.38,Pasture,70,23536,dt,3.97853E+11,BTU,35.86,16904000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,01079,Lawrence County,Alabama,717.2,Crop,40,16.6,dt,288308800,BTU,0.02,17368000,Southeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,39165,Warren County,Ohio,407.48,Crop,40,130.2,dt,2261313600,BTU,0.32,17368000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,36105,Sullivan County,New York,996.61,Crop,40,60.4,dt,1049027200,BTU,0.06,17368000,Northeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,29047,Clay County,Missouri,408.67,Crop,40,33,dt,573144000,BTU,0.08,17368000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,40045,Ellis County,Oklahoma,1231.85,Crop,70,0,dt,0,BTU,0,14830000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,12107,Putnam County,Florida,802.51,Crop,40,200.6,dt,3484020800,BTU,0.25,17368000,Southeast
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,24033,Prince George's County,Maryland,487.99,Crop,70,0,dt,0,BTU,0,14892000,Northeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,51003,Albemarle County,Virginia,725.96,Crop,40,6.2,dt,107681600,BTU,0.01,17368000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,34023,Middlesex County,New Jersey,312.77,Pasture,70,1254,dt,20595696000,BTU,4.01,16424000,Northeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,22039,Evangeline Parish,Louisiana,679.68,Crop,70,191417,dt,3.14383E+12,BTU,281.63,16424000,Delta States
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,42097,Northumberland County,Pennsylvania,477.23,Crop,40,477.4,dt,8291483199,BTU,1,17368000,Northeast
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,01097,Mobile County,Alabama,1250.85,Crop,60,552.2,dt,8223362400,BTU,0.44,14892000,Southeast
mature-market medium,agriculture land,"Energy crops, woody",Eucalyptus,POLYSYS,13065,Clinch County,Georgia,823.99,Crop,70,2085,dt,36024630000,BTU,2.53,17278000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,34029,Ocean County,New Jersey,634.34,Crop,70,0,dt,0,BTU,0,15722000,Northeast
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,19037,Chickasaw County,Iowa,505.66,Pasture,70,3534,dt,61124064000,BTU,6.99,17296000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,39097,Madison County,Ohio,466.64,Pasture,70,0,dt,0,BTU,0,16424000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,37113,Macon County,North Carolina,519.67,Crop,40,7.2,dt,125049600,BTU,0.01,17368000,Appalachia
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,27095,Mille Lacs County,Minnesota,681.55,Crop,40,61.5,dt,1068132000,BTU,0.09,17368000,Lake States
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,45033,Dillon County,South Carolina,406.82,Crop,70,150096,dt,2.46518E+12,BTU,368.95,16424000,Southeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,05127,Scott County,Arkansas,898.4,Crop,40,24.9,dt,432463200,BTU,0.03,17368000,Delta States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,28057,Itawamba County,Mississippi,540.45,Crop,70,878,dt,14627480000,BTU,1.62,16660000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,28095,Monroe County,Mississippi,772.1,Crop,70,88768,dt,1.47887E+12,BTU,114.97,16660000,Southeast
mature-market medium,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,37073,Gates County,North Carolina,342.26,Crop,48,2446.4,dt,34538275200,BTU,7.15,14118000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,08021,Conejos County,Colorado,1290.99,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,54063,Monroe County,West Virginia,473.64,Crop,40,16.6,dt,288308800,BTU,0.04,17368000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,18083,Knox County,Indiana,523.89,Crop,70,0,dt,0,BTU,0,14830000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Rice straw,POLYSYS_NAS,22097,St. Landry Parish,Louisiana,939.09,Crop,60,26093.6,dt,3.88586E+11,BTU,27.79,14892000,Delta States
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,48211,Hemphill County,Texas,912.16,Crop,60,182.1,dt,2711833200,BTU,0.2,14892000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,47185,White County,Tennessee,379.42,Pasture,70,2123,dt,35369180000,BTU,5.6,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,39157,Tuscarawas County,Ohio,571.41,Crop,40,27.3,dt,474146399,BTU,0.05,17368000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,20163,Rooks County,Kansas,895.15,Crop,70,61637,dt,1.02687E+12,BTU,68.86,16660000,Northern Plains
mature-market medium,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,37069,Franklin County,North Carolina,494.57,Crop,48,105.5,dt,1489449000,BTU,0.21,14118000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,46039,Deuel County,South Dakota,636.61,Crop,70,5215,dt,77661780000,BTU,8.19,14892000,Northern Plains
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,28071,Lafayette County,Mississippi,679.23,Pasture,70,3396,dt,57405984000,BTU,5,16904000,Southeast
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,48139,Ellis County,Texas,951.95,Crop,60,919.3,dt,13690215600,BTU,0.97,14892000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,13255,Spalding County,Georgia,199.59,Crop,70,3854,dt,63298096000,BTU,19.31,16424000,Southeast
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,39117,Morrow County,Ohio,407.22,Crop,400,26518.93,dt,6.17581E+11,BTU,65.12,23288300,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,27135,Roseau County,Minnesota,1678.31,Crop,70,99317,dt,1.63118E+12,BTU,59.18,16424000,Lake States
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,55063,La Crosse County,Wisconsin,480.05,Crop,40,28.6,dt,496724800,BTU,0.06,17368000,Lake States
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,37061,Duplin County,North Carolina,820.22,Crop,70,14805,dt,2.56067E+11,BTU,18.05,17296000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48325,Medina County,Texas,1334.53,Crop,70,1190,dt,19544560000,BTU,0.89,16424000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,12111,St. Lucie County,Florida,575.34,Crop,40,100.1,dt,1738536800,BTU,0.17,17368000,Southeast
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,10003,New Castle County,Delaware,431.59,Crop,400,9102.36,dt,2.11978E+11,BTU,21.09,23288300,Northeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,51191,Washington County,Virginia,566.21,Crop,40,18.8,dt,326518400,BTU,0.03,17368000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,40089,McCurtain County,Oklahoma,1902.5,Crop,70,115619,dt,1.89893E+12,BTU,60.77,16424000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,36113,Warren County,New York,931.6,Crop,40,4.1,dt,71208800,BTU,0,17368000,Northeast
mature-market medium,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,48117,Deaf Smith County,Texas,1498.34,Crop,48,1856.1,dt,26204419800,BTU,1.24,14118000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,29051,Cole County,Missouri,398.92,Crop,40,12.5,dt,217100000,BTU,0.03,17368000,Corn Belt
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,51187,Warren County,Virginia,217.91,Crop,70,407,dt,7039472000,BTU,1.87,17296000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,28101,Newton County,Mississippi,579.52,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,22113,Vermilion Parish,Louisiana,1202.59,Crop,70,723,dt,12221592000,BTU,0.6,16904000,Delta States
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,37009,Ashe County,North Carolina,429.38,Pasture,70,2132,dt,36039328000,BTU,4.97,16904000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,20009,Barton County,Kansas,900.64,Crop,70,337209,dt,5.53832E+12,BTU,374.41,16424000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,21049,Clark County,Kentucky,255.16,Crop,40,12.6,dt,218836800,BTU,0.05,17368000,Appalachia
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,50011,Franklin County,Vermont,688.65,Crop,40,66.2,dt,1149761600,BTU,0.1,17368000,Northeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,37189,Watauga County,North Carolina,313.32,Crop,40,8.3,dt,144154400,BTU,0.03,17368000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48065,Carson County,Texas,924.1,Pasture,70,118125,dt,1.94009E+12,BTU,127.83,16424000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,39093,Lorain County,Ohio,493.94,Crop,40,44.8,dt,778086400,BTU,0.09,17368000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,41041,Lincoln County,Oregon,982.56,Crop,40,46,dt,798928000,BTU,0.05,17368000,Pacific
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,51153,Prince William County,Virginia,340.6,Crop,40,6.8,dt,118102400,BTU,0.02,17368000,Appalachia
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,12029,Dixie County,Florida,714.21,Crop,40,2.1,dt,36472800,BTU,0,17368000,Southeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,12089,Nassau County,Florida,651.67,Crop,40,33.3,dt,578354400,BTU,0.05,17368000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,35029,Luna County,New Mexico,2965.34,Pasture,70,171,dt,2808504000,BTU,0.06,16424000,Mountain States
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,21007,Ballard County,Kentucky,273.98,Pasture,70,57,dt,985872000,BTU,0.21,17296000,Appalachia
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,47175,Van Buren County,Tennessee,274.53,Pasture,70,1315,dt,22228760000,BTU,4.79,16904000,Appalachia
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,01037,Coosa County,Alabama,666.35,Crop,40,33.3,dt,578354400,BTU,0.05,17368000,Southeast
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,17185,Wabash County,Illinois,227.56,Pasture,70,117,dt,2023632000,BTU,0.51,17296000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,53053,Pierce County,Washington,1688.31,Crop,40,429.4,dt,7457819200,BTU,0.25,17368000,Pacific
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,47015,Cannon County,Tennessee,265.7,Pasture,70,11024,dt,1.90671E+11,BTU,41.49,17296000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Rice straw,POLYSYS_NAS,06061,Placer County,California,1502.24,Crop,60,20429.9,dt,3.04242E+11,BTU,13.6,14892000,Pacific
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,51083,Halifax County,Virginia,829.52,Pasture,70,5949,dt,1.02894E+11,BTU,7.17,17296000,Appalachia
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,22011,Beauregard Parish,Louisiana,1165.95,Pasture,70,3416,dt,57744064000,BTU,2.93,16904000,Delta States
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,39117,Morrow County,Ohio,407.22,Crop,40,3.9,dt,67735200,BTU,0.01,17368000,Corn Belt
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,51003,Albemarle County,Virginia,725.96,Crop,70,34220,dt,5.91869E+11,BTU,47.14,17296000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,30069,Petroleum County,Montana,1674.52,Crop,70,25953,dt,4.26252E+11,BTU,15.5,16424000,Mountain States
mature-market medium,agriculture land,"Energy crops, woody",Eucalyptus,POLYSYS,22091,St. Helena Parish,Louisiana,409.61,Pasture,70,3495,dt,60386610000,BTU,8.53,17278000,Delta States
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,13321,Worth County,Georgia,574.76,Crop,60,5109.8,dt,76095141600,BTU,8.89,14892000,Southeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,13231,Pike County,Georgia,219.41,Crop,40,110.2,dt,1913953600,BTU,0.5,17368000,Southeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,39029,Columbiana County,Ohio,534.72,Crop,40,482.3,dt,8376586399,BTU,0.9,17368000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,37057,Davidson County,North Carolina,567.7,Crop,40,10.4,dt,180627200,BTU,0.02,17368000,Appalachia
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,18149,Starke County,Indiana,312.21,Crop,40,110.2,dt,1913953600,BTU,0.35,17368000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,46107,Potter County,South Dakota,898.66,Crop,40,1,dt,17368000,BTU,0,17368000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,48061,Cameron County,Texas,941.75,Crop,40,14,dt,243152000,BTU,0.01,17368000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,12123,Taylor County,Florida,1049.69,Crop,40,31.2,dt,541881600,BTU,0.03,17368000,Southeast
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,48331,Milam County,Texas,1020.92,Crop,60,864.3,dt,12871155600,BTU,0.85,14892000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,28079,Leake County,Mississippi,585.36,Pasture,70,1243,dt,20708380000,BTU,2.12,16660000,Southeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,01039,Covington County,Alabama,1043.77,Crop,40,2.1,dt,36472800,BTU,0,17368000,Southeast
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,22027,Claiborne Parish,Louisiana,767.33,Pasture,70,2762,dt,46688848000,BTU,3.6,16904000,Delta States
mature-market medium,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,48107,Crosby County,Texas,901.7,Crop,48,27287.5,dt,3.85245E+11,BTU,30.26,14118000,Southern Plains
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,48499,Wood County,Texas,695.72,Pasture,70,14789,dt,2.49993E+11,BTU,21.26,16904000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,08059,Jefferson County,Colorado,774.06,Crop,40,0.6,dt,10420800,BTU,0,17368000,Mountain States
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,01025,Clarke County,Alabama,1252.58,Pasture,70,26681,dt,4.38209E+11,BTU,21.3,16424000,Southeast
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,18023,Clinton County,Indiana,405.24,Crop,40,6.2,dt,107681600,BTU,0.02,17368000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,01009,Blount County,Alabama,650.63,Crop,60,208.1,dt,3099025200,BTU,0.32,14892000,Southeast
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,28113,Pike County,Mississippi,410.7,Crop,70,0,dt,0,BTU,0,14892000,Southeast
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,20191,Sumner County,Kansas,1184.96,Crop,60,2280,dt,33953760000,BTU,1.92,14892000,Northern Plains
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,51093,Isle of Wight County,Virginia,320.29,Crop,70,10714,dt,1.85309E+11,BTU,33.45,17296000,Appalachia
mature-market medium,agriculture land,Intermediate oilseeds,Camelina,POLYSYS,48277,Lamar County,Texas,933.1,Crop,400,16401.01,dt,4.01694E+11,BTU,17.58,24492000,Southern Plains
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,47129,Morgan County,Tennessee,522.5,Crop,400,188.59,dt,4391940497,BTU,0.36,23288300,Appalachia
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,51163,Rockbridge County,Virginia,599.96,Crop,40,84.9,dt,1474543200,BTU,0.14,17368000,Appalachia
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, tree nuts",NASS 2017 Census,41039,Lane County,Oregon,4617.13,Crop,40,2534.3,dt,44015722399,BTU,0.55,17368000,Pacific
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,29151,Osage County,Missouri,613.41,Crop,40,15.6,dt,270940800,BTU,0.03,17368000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,40025,Cimarron County,Oklahoma,1840.95,Crop,60,1595.3,dt,23757207600,BTU,0.87,14892000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,27061,Itasca County,Minnesota,2927.94,Crop,40,12,dt,208416000,BTU,0,17368000,Lake States
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,39067,Harrison County,Ohio,410.77,Pasture,70,2508,dt,42395232000,BTU,6.11,16904000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,35001,Bernalillo County,New Mexico,1167.37,Crop,40,11.4,dt,197995200,BTU,0.01,17368000,Mountain States
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,01111,Randolph County,Alabama,584.13,Pasture,70,3128,dt,52875712000,BTU,5.35,16904000,Southeast
mature-market medium,agriculture land,Agricultural residues,Cotton field residues,POLYSYS_NAS,47167,Tipton County,Tennessee,468.24,Crop,60,1484.7,dt,22110152400,BTU,3.17,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,08011,Bent County,Colorado,1541.09,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,40065,Jackson County,Oklahoma,804.24,Crop,48,23867.7,dt,3.36964E+11,BTU,29.68,14118000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,26069,Iosco County,Michigan,566.28,Crop,70,0,dt,0,BTU,0,15722000,Lake States
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,26061,Houghton County,Michigan,1019.87,Crop,40,46.8,dt,812822400,BTU,0.05,17368000,Lake States
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,26133,Osceola County,Michigan,573.01,Crop,40,9.4,dt,163259200,BTU,0.02,17368000,Lake States
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,18023,Clinton County,Indiana,405.24,Crop,70,0,dt,0,BTU,0,14892000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,40113,Osage County,Oklahoma,2304.03,Crop,40,15.1,dt,262256800,BTU,0.01,17368000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,40087,McClain County,Oklahoma,580.26,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,20001,Allen County,Kansas,505.33,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,"Pruning residues, noncitrus",NASS 2017 Census,51175,Southampton County,Virginia,602.32,Crop,40,1.5,dt,26052000,BTU,0,17368000,Appalachia
