Scenario,Class,SubClass,Resource,Model,Fips Code,County,State,Sqmi,Land Source,Price Offered,Production,Production Unit,Production Energy Content,Energy Content Unit,Production Density per Sq Mile,BTU/Ton,USDA Region
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30079,Prairie County,Montana,1742.43,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05047,Franklin County,Arkansas,620.13,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13007,Baker County,Georgia,349.14,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13037,Calhoun County,Georgia,283.58,Crop,70,25113,dt,3.94827E+11,BTU,88.56,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,12005,Bay County,Florida,765.78,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18101,Martin County,Indiana,340.41,Crop,70,19868,dt,3.12365E+11,BTU,58.36,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17051,Fayette County,Illinois,725.29,Crop,70,58473,dt,9.19313E+11,BTU,80.62,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,06011,Colusa County,California,1156.36,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,27119,Polk County,Minnesota,1997.79,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,04003,Cochise County,Arizona,6216.57,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,06025,Imperial County,California,4480.66,Crop,70,0,dt,0,BTU,0,15722000,Pacific
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38047,Logan County,North Dakota,1011.02,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,47187,Williamson County,Tennessee,584.03,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19013,Black Hawk County,Iowa,572.68,Crop,70,477634,dt,7.50936E+12,BTU,834.03,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38093,Stutsman County,North Dakota,2298.07,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01111,Randolph County,Alabama,584.13,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13153,Houston County,Georgia,379.9,Crop,70,3041,dt,47810602000,BTU,8,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05085,Lonoke County,Arkansas,803.39,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17167,Sangamon County,Illinois,877.01,Crop,70,506818,dt,7.96819E+12,BTU,577.89,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,56025,Natrona County,Wyoming,5375.66,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,06087,Santa Cruz County,California,446.22,Crop,70,0,dt,0,BTU,0,15722000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,09015,Windham County,Connecticut,521.22,Crop,70,0,dt,0,BTU,0,15722000,Northeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,06095,Solano County,California,836.07,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19177,Van Buren County,Iowa,490.54,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,46137,Ziebach County,South Dakota,1970.6,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01129,Washington County,Alabama,1088.57,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,37197,Yadkin County,North Carolina,337.71,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,20121,Miami County,Kansas,590.26,Crop,70,2998,dt,44646216000,BTU,5.08,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,48159,Franklin County,Texas,294.77,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,54085,Ritchie County,West Virginia,453.7,Pasture,70,2015,dt,34061560000,BTU,4.44,16904000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,13147,Hart County,Georgia,256.95,Pasture,70,51956,dt,8.65587E+11,BTU,202.2,16660000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,42017,Bucks County,Pennsylvania,620.35,Pasture,70,0,dt,0,BTU,0,16424000,Northeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,54009,Brooke County,West Virginia,92.57,Crop,70,0,dt,0,BTU,0,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,39127,Perry County,Ohio,412.49,Crop,70,27087,dt,4.25862E+11,BTU,65.67,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,48129,Donley County,Texas,933.05,Crop,70,0,dt,0,BTU,0,14830000,Southern Plains
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,40145,Wagoner County,Oklahoma,590.8,Crop,70,118,dt,1994672000,BTU,0.2,16904000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,48273,Kleberg County,Texas,888.45,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,40111,Okmulgee County,Oklahoma,702.45,Pasture,70,410637,dt,6.7443E+12,BTU,584.58,16424000,Southern Plains
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,09005,Litchfield County,Connecticut,944.59,Crop,70,24304,dt,4.20362E+11,BTU,25.73,17296000,Northeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,51107,Loudoun County,Virginia,521.33,Pasture,70,114,dt,1899240000,BTU,0.22,16660000,Appalachia
mature-market medium,agriculture land,"Energy crops, woody",Eucalyptus,POLYSYS,13101,Echols County,Georgia,420.71,Pasture,70,826,dt,14271628000,BTU,1.96,17278000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,46019,Butte County,South Dakota,2266.55,Crop,70,0,dt,0,BTU,0,15722000,Northern Plains
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,48331,Milam County,Texas,1020.92,Pasture,70,4500,dt,76068000000,BTU,4.41,16904000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,45035,Dorchester County,South Carolina,571.19,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,21161,Mason County,Kentucky,246.41,Pasture,70,120387,dt,2.00565E+12,BTU,488.56,16660000,Appalachia
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,47181,Wayne County,Tennessee,735.66,Pasture,70,6714,dt,1.16125E+11,BTU,9.13,17296000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,18123,Perry County,Indiana,386.31,Crop,70,0,dt,0,BTU,0,14892000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,31043,Dakota County,Nebraska,267.42,Crop,70,202764,dt,3.18786E+12,BTU,758.22,15722000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,29087,Holt County,Missouri,470.35,Crop,70,0,dt,0,BTU,0,14892000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,16021,Boundary County,Idaho,1278.05,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,48287,Lee County,Texas,634.11,Pasture,70,1532,dt,25896928000,BTU,2.42,16904000,Southern Plains
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,37197,Yadkin County,North Carolina,337.71,Crop,400,8653.52,dt,2.01526E+11,BTU,25.62,23288300,Appalachia
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,21097,Harrison County,Kentucky,309.88,Pasture,70,24731,dt,4.27747E+11,BTU,79.81,17296000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,13197,Marion County,Georgia,367.18,Pasture,70,1167,dt,19442220000,BTU,3.18,16660000,Southeast
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,17051,Fayette County,Illinois,725.29,Pasture,70,5415,dt,93657840000,BTU,7.47,17296000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,26133,Osceola County,Michigan,573.01,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,29201,Scott County,Missouri,425.87,Crop,70,2812,dt,41876304000,BTU,6.6,14892000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,36069,Ontario County,New York,662.55,Crop,70,111119,dt,1.74701E+12,BTU,167.71,15722000,Northeast
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,37181,Vance County,North Carolina,268.69,Pasture,70,589,dt,10187344000,BTU,2.19,17296000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,36015,Chemung County,New York,410.76,Crop,70,2425,dt,38125850000,BTU,5.9,15722000,Northeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,40109,Oklahoma County,Oklahoma,718.44,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,26159,Van Buren County,Michigan,623.05,Pasture,70,1358,dt,22624280000,BTU,2.18,16660000,Lake States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,48013,Atascosa County,Texas,1221.47,Pasture,70,3705,dt,61725300000,BTU,3.03,16660000,Southern Plains
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,54027,Hampshire County,West Virginia,644.61,Pasture,70,178,dt,3008912000,BTU,0.28,16904000,Appalachia
mature-market medium,agriculture land,Intermediate oilseeds,Camelina,POLYSYS,47101,Lewis County,Tennessee,282.49,Crop,400,279.93,dt,6856045560,BTU,0.99,24492000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,20083,Hodgeman County,Kansas,860.31,Crop,70,180212,dt,2.9598E+12,BTU,209.47,16424000,Northern Plains
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,37153,Richmond County,North Carolina,479.7,Crop,400,1199.21,dt,27927562243,BTU,2.5,23288300,Appalachia
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,29161,Phelps County,Missouri,674.32,Pasture,70,13217,dt,2.28601E+11,BTU,19.6,17296000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,51115,Mathews County,Virginia,85.96,Crop,70,0,dt,0,BTU,0,15722000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,30071,Phillips County,Montana,5212.05,Crop,70,0,dt,0,BTU,0,14830000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,48175,Goliad County,Texas,859.37,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,42095,Northampton County,Pennsylvania,377.15,Pasture,70,42,dt,699720000,BTU,0.11,16660000,Northeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,39011,Auglaize County,Ohio,401.91,Pasture,70,4899,dt,81617340000,BTU,12.19,16660000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,26161,Washtenaw County,Michigan,722.42,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,47127,Moore County,Tennessee,130.42,Crop,70,0,dt,0,BTU,0,15722000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,40093,Major County,Oklahoma,957.95,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,48359,Oldham County,Texas,1501.42,Crop,70,35683,dt,6.17173E+11,BTU,23.77,17296000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,20209,Wyandotte County,Kansas,156.19,Crop,70,0,dt,0,BTU,0,15722000,Northern Plains
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,13285,Troup County,Georgia,445.96,Pasture,70,771,dt,13335216000,BTU,1.73,17296000,Southeast
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,20171,Scott County,Kansas,717.71,Crop,70,0,dt,0,BTU,0,14830000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,53025,Grant County,Washington,2791.45,Crop,70,45432,dt,7.14282E+11,BTU,16.28,15722000,Pacific
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,47037,Davidson County,Tennessee,525.56,Pasture,70,14937,dt,2.4885E+11,BTU,28.42,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,47177,Warren County,Tennessee,434.03,Crop,70,16868,dt,2.65199E+11,BTU,38.86,15722000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,46017,Buffalo County,South Dakota,487.76,Crop,70,0,dt,0,BTU,0,15722000,Northern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,34027,Morris County,New Jersey,481.52,Crop,70,2959,dt,49296940000,BTU,6.15,16660000,Northeast
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,37087,Haywood County,North Carolina,554.5,Pasture,70,1049,dt,17732296000,BTU,1.89,16904000,Appalachia
mature-market medium,agriculture land,"Energy crops, woody",Eucalyptus,POLYSYS,12039,Gadsden County,Florida,528.53,Pasture,70,3759,dt,64948002000,BTU,7.11,17278000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,37119,Mecklenburg County,North Carolina,546.08,Crop,70,271,dt,4450904000,BTU,0.5,16424000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,29083,Henry County,Missouri,732.32,Pasture,70,444249,dt,7.40119E+12,BTU,606.63,16660000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,47111,Macon County,Tennessee,307.24,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,38093,Stutsman County,North Dakota,2298.07,Pasture,70,262489,dt,4.37307E+12,BTU,114.22,16660000,Northern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,01109,Pike County,Alabama,672.97,Pasture,70,3340,dt,55644400000,BTU,4.96,16660000,Southeast
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,55087,Outagamie County,Wisconsin,644.61,Pasture,70,2959,dt,51178864000,BTU,4.59,17296000,Lake States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,37123,Montgomery County,North Carolina,501.53,Crop,70,638,dt,10629080000,BTU,1.27,16660000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,47151,Scott County,Tennessee,533.23,Pasture,70,0,dt,0,BTU,0,16424000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,55085,Oneida County,Wisconsin,1236.57,Crop,70,0,dt,0,BTU,0,15722000,Lake States
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,40123,Pontotoc County,Oklahoma,725.27,Pasture,70,437187,dt,7.18036E+12,BTU,602.79,16424000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,39071,Highland County,Ohio,557.79,Pasture,70,0,dt,0,BTU,0,16424000,Corn Belt
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,42009,Bedford County,Pennsylvania,1016.88,Crop,400,7971.74,dt,1.85648E+11,BTU,7.84,23288300,Northeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,36045,Jefferson County,New York,1287.17,Pasture,70,54621,dt,9.09986E+11,BTU,42.43,16660000,Northeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,21077,Gallatin County,Kentucky,104.63,Pasture,70,6009,dt,1.0011E+11,BTU,57.43,16660000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,23027,Waldo County,Maine,751.41,Crop,70,2432,dt,40517120000,BTU,3.24,16660000,Northeast
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,51071,Giles County,Virginia,361.56,Pasture,70,52058,dt,9.00395E+11,BTU,143.98,17296000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,35021,Harding County,New Mexico,2125.93,Crop,70,0,dt,0,BTU,0,14830000,Mountain States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,18081,Johnson County,Indiana,321.79,Pasture,70,5296,dt,88231360000,BTU,16.46,16660000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,37183,Wake County,North Carolina,857.01,Pasture,70,483,dt,8046780000,BTU,0.56,16660000,Appalachia
mature-market medium,agriculture land,Intermediate oilseeds,Carinata,POLYSYS,28039,George County,Mississippi,483.65,Crop,400,1904.53,dt,45765855900,BTU,3.94,24030000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,51089,Henry County,Virginia,384.39,Crop,70,0,dt,0,BTU,0,15722000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,27079,Le Sueur County,Minnesota,473.82,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,18089,Lake County,Indiana,504.1,Crop,70,0,dt,0,BTU,0,14892000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,48057,Calhoun County,Texas,542.99,Pasture,70,5064,dt,84366240000,BTU,9.33,16660000,Southern Plains
